,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
4454,41519334-20230607,41519334,A,41519334,ICE CREAM CENTER & CAFE,40.63712815,-73.98990786,0,Test,2.783646179,4.321526724,4.89926173,11,2,,,,"04N,08A",10F,,,,2,10F,20220608,20230607,,,,20230607
4455,41519401-20230613,41519401,A,41519401,AGAVE DELI GROCERY,40.60529857,-73.98146399,1,Test,8.253095235,7.403726615,8.393513863,5,8,,,,06C,"06C,10F",,,,2,"06C,10F",20220505,20230613,,,,20230613
4456,41519432-20230601,41519432,A,41519432,SAN MATTEO PIZZA ESPRESSO BAR,40.78034248,-73.94995754,0,Test,12.05416097,12.07906775,13.69389064,10,,,,,"04J,10F,10H",,,,,1,"04J,10F,10H",20230601,,,,,20230601
4457,41519587-20230214,41519587,B,41519587,BLIND BARBER,40.7270924,-73.9804378,3,Test,16.49971445,16.49971445,18.70552347,14,,,,,"04L,06D,08A",,,,,1,"04L,06D,08A",20230214,,,,,20230214
4458,41519649-20211129,41519649,A,41519649,SUBWAY,40.6999255,-73.83113125,3,Training,12.16503652,11.08458172,12.56645405,12,9,,,,"04L,08A,10F","02G,10C",,,,2,"02G,10C",20211129,20230201,,,,20230201
4459,41519679-20211118,41519679,A,41519679,RIVERDALE SECOND HELPING,40.88602615,-73.90984926,0,Training,8.193972043,8.151859096,9.241662461,8,12,,,,"06B,10F","02B,06D",,,,2,"02B,06D",20211118,20230424,,,,20230424
4460,41519688-20220203,41519688,A,41519688,TOASTIES,40.75984046,-73.98229436,0,Training,9.79204619,9.784329116,11.09237366,9,,,,,"04H,10F",,,,,1,"04H,10F",20220203,,,,,20220203
4461,41519872-20221123,41519872,A,41519872,SUBWAY,40.81643621,-73.93916417,0,Training,12.0713545,12.17574486,13.80349229,13,12,,,,"04H,08C,10F","04L,08A,10B",,,,2,"04L,08A,10B",20221123,20231229,,,,20231229
4462,41519888-20191219,41519888,A,41519888,NONO,40.76229365,-73.77033057,0,Training,11.90246521,14.15927375,16.05219462,12,9,19,12,,"04H,06D","06D,08C,10I","02G,04A,10B","04H,10B,10F",,4,"04H,10B,10F",20170725,20190129,20190828,20191219,,20191219
4463,41519961-20220512,41519961,A,41519961,MORINI OSTERIA ROMAGNOLA,40.72191192,-73.99747104,3,Training,15.22622856,15.22622856,17.26178817,13,,,,,"04N,08A,08C,10F",,,,,1,"04N,08A,08C,10F",20220512,,,,,20220512
4464,41520477-20220119,41520477,A,41520477,SABOR A MEXICO TAQUERIA,40.7285999,-73.98453606,6,Training,7.724897097,7.724897097,8.75762089,7,7,,,,02B,"06D,09C",,,,2,"06D,09C",20220119,20230208,,,,20230208
4465,41520610-20220119,41520610,A,41520610,BAREBURGER,40.72859819,-73.99847742,0,Training,12.26086003,12.51031793,14.18279367,12,13,,,,"05D,10F","04N,08A,10F",,,,2,"04N,08A,10F",20220119,20231018,,,,20231018
4466,41520658-20221228,41520658,B,41520658,V-NAM CAFE,40.72351155,-73.98823878,3,Training,18.37805396,18.37805396,20.83497389,16,,,,,"02G,04L,08A",,,,,1,"02G,04L,08A",20221228,,,,,20221228
4467,41520756-20231204,41520756,A,41520756,BAKE & THINGS RESTAURANT,40.63418584,-73.94906596,0,Test,12.07364304,12.24942585,13.88702353,11,13,12,,,"04L,08A,10H","04L,08A,10F","02B,10E,10F",,,3,"02B,10E,10F",20220304,20230214,20231204,,,20231204
4468,41520990-20170112,41520990,A,41520990,WORLD BEAN,40.77441403,-73.87729335,0,Training,2.783646179,7.477305534,8.476929379,3,11,7,,,10F,"06C,10F,10I","06F,10F",,,3,"06F,10F",20170112,20180118,20190307,,,20190307
4469,41521007-20170914,41521007,A,41521007,"PRIME TAVERN, DELTA TERMINAL",,,0,Training,9.79204619,9.545740355,10.82188851,10,9,7,9,,"04N,08A","04H,10F","06C,10F","02G,10B",,4,"02G,10B",20160825,20170914,20180308,20190516,,20190516
4470,41521059-20180920,41521059,A,41521059,WORLD MARKET,40.77441403,-73.87729335,0,Training,2.783646179,8.915065899,10.10690063,5,3,10,,,06D,10F,"02G,10F",,,3,"02G,10F",20170914,20180920,20200205,,,20200205
4471,41521260-20221102,41521260,A,41521260,FIVE GUYS FAMOUS BURGERS AND FRIES,40.73997656,-73.78628582,0,Training,10.3996766,10.45075022,11.84788707,11,10,,,,"06D,10F","02G,10F",,,,2,"02G,10F",20210830,20221102,,,,20221102
4472,41521360-20220110,41521360,A,41521360,PARIS BAGUETTE,40.74737428,-73.98605109,1,Training,8.253095235,11.01005349,12.48196232,11,13,,,,"06C,10F","04C,06E",,,,2,"04C,06E",20220110,20230307,,,,20230307
4473,41521807-20230503,41521807,A,41521807,SARGE'S,40.74726304,-73.9770105,6,Test,12.22460357,11.41725798,12.94360504,9,12,,,,"02B,10B","02B,06F",,,,2,"02B,06F",20220308,20230503,,,,20230503
4474,41522258-20231020,41522258,A,41522258,"SUBWAY, PIZZA & BURGER UR WAY",40.65589371,-73.9420214,0,Test,2.783646179,3.868481945,4.385650433,8,2,,,,"06C,10F",10F,,,,2,10F,20220104,20231020,,,,20231020
4475,41522735-20200303,41522735,A,41522735,COURT STREET GROCERS,40.67626914,-73.9988175,1,Training,10.43260639,6.176018706,7.001676496,10,5,,,,"06C,06D",06A,,,,2,06A,20200303,20220921,,,,20220921
4476,41523226-20221228,41523226,C,41523226,THE LITTLE CHINANTLA RESTAURANT,40.74568226,-73.86776112,6,Training,29.98991351,29.98991351,33.99919634,,,,,,,,,,,,,,,,,,
4477,41523349-20230213,41523349,A,41523349,STEVEN RESTAURANT,40.85840109,-73.8679121,1,Test,8.253095235,8.253095235,9.356432627,7,,,,,"06C,10F",,,,,1,"06C,10F",20230213,,,,,20230213
4478,41523650-20220418,41523650,A,41523650,NEW YORK YACHT CLUB,40.75533615,-73.98124521,0,Training,9.79204619,9.784329116,11.09237366,9,,,,,"04H,10F",,,,,1,"04H,10F",20220418,,,,,20220418
4479,41523665-20190403,41523665,A,41523665,PARSON'S DINER,40.77592634,-73.82443871,0,Training,7.950807839,11.5390372,13.08166465,10,13,,,,"06F,10F","02G,06E",,,,2,"02G,06E",20190403,20220323,,,,20220323
4480,41524226-20230201,41524226,A,41524226,MIKEY BAGELS,40.5099219,-74.24392109,0,Test,2.783646179,3.503084949,3.971404349,6,2,,,,"10B,10F",10F,,,,2,10F,20220112,20230201,,,,20230201
4481,41524567-20200224,41524567,A,41524567,SWEETNESS USA,40.62992678,-73.96618545,0,Training,14.61768131,12.92104252,14.64842709,13,0,13,,,"02B,09C,10B,10F","02G,04L,08A","04L,08A,10F",,,3,"04L,08A,10F",20200224,20220721,20221109,,,20221109
4482,41524723-20220825,41524723,A,41524723,DUNKIN,40.7592208,-73.83114278,0,Training,2.783646179,2.772328623,3.142954884,5,2,12,,,06D,10F,"06D,06F,10D",,,3,"06D,06F,10D",20220127,20220825,20230925,,,20230925
4483,41524734-20220408,41524734,A,41524734,UMI SUSHI BAR & TERIYAKI GRILL,40.71132046,-73.85632297,6,Training,9.557563738,9.557563738,10.83529254,9,,,,,"02B,09C",,,,,1,"02B,09C",20220408,,,,,20220408
4484,41524736-20240112,41524736,A,41524736,DUNKIN,40.71997431,-73.76203889,0,Test,2.783646179,3.117214972,3.5339483,7,2,3,,,"10B,10E,10F",10E,10F,,,3,10F,20211214,20221028,20240112,,,20240112
4485,41525131-20230313,41525131,A,41525131,IL BACCO RISTORANTE,40.77089438,-73.73528783,4,Test,9.685844755,9.685844755,10.98072315,12,13,,,,"06D,06E,10H","02G,09C",,,,2,"02G,09C",20220111,20230313,,,,20230313
4486,41525152-20200313,41525152,A,41525152,"DUNKIN',' BASKIN ROBBINS",40.712645,-73.78383796,1,Training,8.093139884,5.667264692,6.424908323,7,5,5,,,"06C,10B",06C,06F,,,3,06F,20200313,20211123,20221027,,,20221027
4487,41525379-20230405,41525379,B,41525379,BAR ITALIA,40.7678247,-73.96832819,3,Test,18.37805396,18.37805396,20.83497389,22,,,,,"02G,04L,08A",,,,,1,"02G,04L,08A",20230405,,,,,20230405
4488,41525442-20220525,41525442,A,41525442,FLEX MUSSELS,40.73729636,-73.99886694,5,Training,2.106391225,2.106391225,2.387989842,2,,,,,09B,,,,,1,09B,20220525,,,,,20220525
4489,41525640-20230515,41525640,A,41525640,THE SWALLOW CAFE & ESPRESSO BAR,40.70532239,-73.93331122,0,Test,10.31033325,7.775797299,8.815325824,2,12,,,,10F,"06A,10F,10H",,,,2,"06A,10F,10H",20220408,20230515,,,,20230515
4490,41525768-20210730,41525768,A,41525768,THE WEST CAFE,40.71189692,-73.95128244,1,Training,10.54597893,18.11355767,20.53511769,10,16,22,,,"06C,06E","04L,04M,04N,06D,08A,10B","04H,04L,08A,10F",,,3,"04H,04L,08A,10F",20210730,20221208,20231127,,,20231127
4491,41525880-20220321,41525880,A,41525880,BEDAWI CAFE,40.65851177,-73.98203303,0,Training,2.783646179,6.374510638,7.22670436,2,10,,,,10F,"06C,08C,09C",,,,2,"06C,08C,09C",20220321,20230412,,,,20230412
4492,41527114-20220922,41527114,A,41527114,MEZZE ON THE RIVER,40.71123644,-74.01592521,0,Training,2.783646179,3.497271463,3.964813671,11,5,,,,"02G,08C",10F,,,,2,10F,20200309,20220922,,,,20220922
4493,41527419-20220204,41527419,B,41527419,SURYA SWEETS & SNACKS,40.73541069,-73.71718888,3,Training,20.48654335,11.97877918,13.58019473,22,7,,,,"02G,04L,08A,10D",02B,,,,2,02B,20220204,20230329,,,,20230329
4494,41528086-20230227,41528086,A,41528086,MOTTSU,40.72415703,-73.99442599,6,Test,12.4479965,12.4479965,14.11214063,12,,,,,"02B,06A",,,,,1,"02B,06A",20230227,,,,,20230227
4495,41528104-20230614,41528104,A,41528104,PALERMO PASTRY SHOP,40.6192663,-73.92181684,0,Test,2.783646179,4.671835628,5.296402629,12,2,,,,"04C,06A",10F,,,,2,10F,20220311,20230614,,,,20230614
4496,41528976-20230104,41528976,A,41528976,FAMILY KITCHEN,40.63500302,-73.96112796,5,Test,9.464177616,9.464177616,10.72942184,9,,,,,"02H,10D",,,,,1,"02H,10D",20230104,,,,,20230104
4497,41529577-20221103,41529577,A,41529577,CHECKERS,40.68664783,-73.82306651,0,Training,4.894065196,9.359500311,10.61075046,13,4,13,,,"06C,06E,10F","10B,10F","06C,06D,10B",,,3,"06C,06D,10B",20210909,20221103,20230323,,,20230323
4498,41529624-20220121,41529624,A,41529624,MAY FLOWER NO.1 CHINESE RESTAURANT,40.63431563,-74.11983595,0,Training,12.3921422,11.42285974,12.94995569,12,10,,,,"04A,10F","02G,10F",,,,2,"02G,10F",20220121,20220621,,,,20220621
4499,41529658-20220329,41529658,A,41529658,DE LILLO PASTRY SHOP,40.85535028,-73.88719654,3,Training,11.16008829,11.16008829,12.65205493,12,12,,,,"04L,04N,08A","06D,06F,10F",,,,2,"06D,06F,10F",20220329,20230502,,,,20230502
4500,41529703-20220609,41529703,A,41529703,ON THE ROCKS,40.76373365,-73.99246248,0,Training,9.807245044,8.933432319,10.12772242,2,9,,,,10H,"04C,10F",,,,2,"04C,10F",20200314,20220609,,,,20220609
4501,41529719-20210810,41529719,A,41529719,WING HUA II,40.64338185,-73.97806258,0,Training,10.3996766,12.17501549,13.80266541,10,13,,,,"02G,10F","04K,04L,04N,08A,09C",,,,2,"04K,04L,04N,08A,09C",20210810,20221012,,,,20221012
4502,41529935-20220215,41529935,A,41529935,BAGELETTE,40.73128514,-73.86012606,1,Training,10.54655322,10.54655322,11.95649775,9,12,,,,"06C,10F,10I","06D,06F",,,,2,"06D,06F",20220215,20230316,,,,20230316
4503,41530091-20220422,41530091,A,41530091,JOY & SNOOK RESTAURANT AND BAKERY,40.6726572,-73.95024774,6,Training,12.27580974,12.27580974,13.91693462,12,,,,,"02B,02I",,,,,1,"02B,02I",20220422,,,,,20220422
4504,41530103-20220125,41530103,A,41530103,BANGKOK 2 THAI,40.73513443,-73.97966685,0,Training,12.71282293,12.67366154,14.36797431,11,13,,,,"02G,10F,10H","04N,08A,09B",,,,2,"04N,08A,09B",20220125,20230920,,,,20230920
4505,41530127-20190923,41530127,A,41530127,INTERNATIONAL BAR,40.72652231,-73.98605186,5,Training,5.230540756,2.76109156,3.130215564,5,2,,,,06E,10H,,,,2,10H,20190923,20220531,,,,20220531
4506,41530258-20221102,41530258,A,41530258,OSTERIA AL DOGE,40.75662665,-73.9843671,3,Training,9.940121461,9.940121461,11.26899352,9,,,,,"04L,08A",,,,,1,"04L,08A",20221102,,,,,20221102
4507,41530529-20230508,41530529,A,41530529,SABOR LATINO,40.71071933,-73.95108852,0,Test,13.340231,12.98645642,14.72258602,12,12,,,,"06C,09B,10B,10F","06E,10F,10G",,,,2,"06E,10F,10G",20220426,20230508,,,,20230508
4508,41530569-20230602,41530569,A,41530569,BLACK ANT,40.72582003,-73.98967791,0,Test,5.062954488,5.616153349,6.366964022,10,5,,,,04A,"08C,10F",,,,2,"08C,10F",20210907,20230602,,,,20230602
4509,41530631-20230922,41530631,C,41530631,LA DOLCE PASTRY SHOPPE,40.54259229,-74.20833121,0,Test,20.98012479,16.61851752,18.84020905,9,,,,,"06A,10F",,,,,1,"06A,10F",20220311,,,,,20220311
4510,41530819-20221213,41530819,A,41530819,FRANK & DANNY'S PIZZERIA,40.5451226,-74.16096686,3,Training,9.940121461,9.940121461,11.26899352,12,,,,,"04L,08A",,,,,1,"04L,08A",20221213,,,,,20221213
4511,41531104-20230201,41531104,A,41531104,AL HIRSCHFELD THEATRE,40.75934449,-73.98886412,3,Test,10.51831913,10.51831913,11.92448911,9,,,,,"04N,08A",,,,,1,"04N,08A",20230201,,,,,20230201
4512,41531114-20230125,41531114,A,41531114,WALTER KERR THEATRE,40.76036241,-73.98541304,0,Test,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20230125,,,,,20230125
4513,41531118-20231115,41531118,A,41531118,ST JAMES THEATRE,40.75800767,-73.98764069,3,Test,9.940121461,9.940121461,11.26899352,9,,,,,"04L,08A",,,,,1,"04L,08A",20231115,,,,,20231115
4514,41531196-20230410,41531196,A,41531196,CALL IT A WRAP,40.62643267,-74.12985102,0,Test,10.04406584,9.990177,11.32574087,9,9,,,,"06D,10F","02H,10F",,,,2,"02H,10F",20220321,20230410,,,,20230410
4515,41531279-20220829,41531279,B,41531279,GREENPOINT LOUNGE,40.74102172,-73.92167342,3,Training,22.95086081,22.95086081,26.0191088,26,,,,,"04H,04L,06D,08A",,,,,1,"04H,04L,06D,08A",20220829,,,,,20220829
4516,41531373-20230515,41531373,A,41531373,POPEYES,40.82435728,-73.90958626,0,Test,4.894065196,6.520324918,7.392012217,12,4,,,,"04N,08A,10F","10B,10F",,,,2,"10B,10F",20220328,20230515,,,,20230515
4517,41531476-20220502,41531476,A,41531476,ANGIE'S BREAKFAST SPOT,40.68493784,-73.91403068,0,Training,10.3996766,10.45075022,11.84788707,13,12,,,,"02G,10F","04J,06D,10E",,,,2,"04J,06D,10E",20220502,20230620,,,,20230620
4518,41531633-20220211,41531633,A,41531633,"Herbal Life, Salud es Vida",40.74736741,-73.90341143,3,Training,12.89097494,11.31125232,12.82342773,12,12,10,,,"04M,08A,10I","04A,10E",04A,,,3,04A,20220211,20220810,20231206,,,20231206
4519,41531789-20230526,41531789,A,41531789,EMPIRE CAKE,40.74077396,-74.00176103,0,Test,4.894065196,5.959702373,6.756441328,10,5,,,,"04L,08A","10B,10F",,,,2,"10B,10F",20220421,20230526,,,,20230526
4520,41532018-20220422,41532018,A,41532018,"DANNY'S TASTY DELIGHT BAKERY, RESTAURANT",40.65530299,-73.93104402,6,Training,9.24059016,9.24059016,10.47594349,9,,,,,"02B,09B",,,,,1,"02B,09B",20220422,,,,,20220422
4521,41532039-20230421,41532039,A,41532039,AUNTIE ANNE'S PRETZELS,40.75742872,-73.98963329,1,Test,5.704989376,5.704989376,6.467676334,12,5,,,,"06A,06D,09B",06C,,,,2,06C,20220210,20230421,,,,20230421
4522,41532134-20231115,41532134,A,41532134,ISTANBUL CAFE OF WHITE PLAINS,40.84757781,-73.86722523,0,Test,7.950807839,7.270599983,8.242589836,5,7,,,,10G,"06F,10F",,,,2,"06F,10F",20220721,20231115,,,,20231115
4523,41532156-20200314,41532156,A,41532156,SUSHI YOU,40.75598407,-73.96924343,5,Training,10.21387747,10.44479156,11.84113182,10,12,,,,"06A,06F","02B,10H",,,,2,"02B,10H",20200314,20220421,,,,20220421
4524,41532181-20230601,41532181,A,41532181,GREAT TASTE DUMPLING,40.6448826,-73.99978379,0,Test,2.783646179,2.772328623,3.142954884,5,2,,,,10F,10F,,,,2,10F,20220428,20230601,,,,20230601
4525,41532259-20230228,41532259,B,41532259,COURTNEY'S ROTISSERIE & GRILL,40.62486561,-73.91781521,6,Test,29.93582298,29.93582298,33.93787456,16,25,,,,"02B,06D,10B,10H","02B,02G,04K,08A,10B",,,,2,"02B,02G,04K,08A,10B",20220301,20230228,,,,20230228
4526,41532612-20220412,41532612,A,41532612,LUNA ROSSA,40.77671716,-73.95110124,0,Training,10.3996766,10.45075022,11.84788707,9,,,,,"02G,10F",,,,,1,"02G,10F",20220412,,,,,20220412
4527,41532729-20230221,41532729,A,41532729,LA BAGEL DELIGHT,40.70247843,-73.98870054,0,Test,12.26086003,11.93410159,13.52954429,9,12,,,,"06C,09C,10B","05D,10F",,,,2,"05D,10F",20220513,20230221,,,,20230221
4528,41532740-20230301,41532740,B,41532740,EXQUISITE RESTAURANT,40.63394409,-73.94859777,3,Test,18.90169988,18.90169988,21.42862482,0,20,,,,"02B,04L,04M,08A,10F","02H,04L,04M,08A",,,,2,"02H,04L,04M,08A",20220715,20230301,,,,20230301
4529,41532937-20220505,41532937,B,41532937,COLOMBIA FAMA BAKERY,40.74550984,-73.90417201,3,Training,16.96946548,26.91196025,30.50975855,22,39,,,,"04H,04N,08A","02B,06A,06B,06C,06F,10G",,,,2,"02B,06A,06B,06C,06F,10G",20220505,20231027,,,,20231027
4530,41532950-20220307,41532950,A,41532950,CARVEL,40.61876632,-73.92961588,0,Training,2.783646179,11.72995034,13.29810052,2,15,,,,10F,"05D,08A",,,,2,"05D,08A",20220307,20230621,,,,20230621
4531,41533094-20200131,41533094,A,41533094,BROOKLYN ACADEMY OF MUSIC-HARVEY,40.68818505,-73.97910789,0,Training,7.952513218,8.15850057,9.249191818,9,9,,,,"04L,08A","06E,10F",,,,2,"06E,10F",20180419,20200131,,,,20200131
4532,41533744-20220421,41533744,A,41533744,SUBWAY,40.75431388,-73.99851653,5,Training,12.37608048,12.37608048,14.03061032,12,7,,,,"04A,09C","06D,10F",,,,2,"06D,10F",20220421,20230306,,,,20230306
4533,41533970-20230802,41533970,A,41533970,DUNKIN',40.85916538,-73.89890667,0,Test,2.783646179,4.56902838,5.179851316,12,3,,,,"04K,08A,10D",10F,,,,2,10F,20220113,20230802,,,,20230802
4534,41534020-20230606,41534020,A,41534020,MARK'S RED HOOK PIZZA,40.67873614,-74.011281,1,Test,7.520070179,5.710271276,6.473664359,2,7,,,,10D,"06C,09B",,,,2,"06C,09B",20220622,20230606,,,,20230606
4535,41534086-20170503,41534086,A,41534086,LA PIZZA & CONVENIENCE,40.72990927,-73.95414125,0,Training,4.894065196,9.549198356,10.82580881,4,12,13,11,,"10B,10F","04L,08A,09C","04N,08A,10F","06D,10B,10F",,4,"06D,10B,10F",20170503,20171204,20181218,20190501,,20190501
4536,41534110-20200109,41534110,A,41534110,CHANG HONG,40.6967623,-73.91040549,3,Training,12.69764592,10.26234915,11.63429909,13,9,,,,"04L,08A,10I","02G,09B",,,,2,"02G,09B",20200109,20220917,,,,20220917
4537,41534242-20160929,41534242,A,41534242,MCMURRAY HALL (SUNY MARITIME),40.80910284,-73.80124955,0,Training,2.783646179,7.856756904,8.907108732,3,12,8,9,,10F,"02B,06D",04J,"02B,10J",,4,"02B,10J",20160929,20170403,20180718,20190228,,20190228
4538,41534382-20230901,41534382,A,41534382,THE SUNY MARITIME U. VANDERCLUTE,40.80910284,-73.80124955,0,Test,10.18271906,10.67055519,12.09707727,13,11,,,,"02B,06A","06F,09C,10F",,,,2,"06F,09C,10F",20220228,20230901,,,,20230901
4539,41534701-20221227,41534701,B,41534701,SUBWAY,40.89082641,-73.84931827,3,Training,20.19000182,20.19000182,22.88915691,20,,,,,"02C,04L,08A,10F",,,,,1,"02C,04L,08A,10F",20221227,,,,,20221227
4540,41535326-20211208,41535326,B,41535326,GOLDEN Z RESTAURANT,40.59873749,-73.95712327,6,Training,18.91134701,18.91134701,21.43956166,24,,,,,"02B,06B,08C,09B,10H",,,,,1,"02B,06B,08C,09B,10H",20211208,,,,,20211208
4541,41535370-20231201,41535370,A,41535370,LUKE'S LOBSTER,40.78411976,-73.97762243,0,Test,7.376100816,7.898537663,8.954475066,10,6,,,,"04L,08A","08C,10F,10H",,,,2,"08C,10F,10H",20220419,20231201,,,,20231201
4542,41535378-20230517,41535378,A,41535378,ELIEZER KITCHEN,40.71296087,-74.00949045,0,Test,10.3996766,9.595912759,10.87876835,9,10,,,,"06F,10F","02G,10F",,,,2,"02G,10F",20220503,20230517,,,,20230517
4543,41535441-20231212,41535441,A,41535441,MAJESTIC DELICATESSEN CAFE,40.76112792,-73.98338418,1,Test,12.8207569,11.86054509,13.44615419,13,,,,,"06C,06D,10B",,,,,1,"06C,06D,10B",20231212,,,,,20231212
4544,41535706-20220720,41535706,A,41535706,AFGHAN KEBOB HOUSE,40.7371826,-73.70902252,3,Training,12.74323419,12.74323419,14.44684797,13,,,,,"04N,08A,10F",,,,,1,"04N,08A,10F",20220720,,,,,20220720
4545,41536484-20210721,41536484,A,41536484,ANITA'S LUNCHEONETTE,40.6241867,-73.99264761,0,Training,10.04406584,17.6531978,20.01321336,10,11,27,,,"02H,10F","04N,08A","02B,04K,06C,08A",,,3,"02B,04K,06C,08A",20210721,20220902,20230317,,,20230317
4546,41536647-20230206,41536647,A,41536647,HAVANA CAFE,40.83770105,-73.83458569,3,Test,12.16503652,12.16503652,13.79135238,12,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20230206,,,,,20230206
4547,41537020-20220603,41537020,B,41537020,NEW KIM TUONG RESTAURANT,40.71741862,-73.99422454,3,Training,21.15279688,21.15279688,23.98066582,24,,,,,"02B,04L,04N,08A,10F",,,,,1,"02B,04L,04N,08A,10F",20220603,,,,,20220603
4548,41537124-20230613,41537124,A,41537124,BONCHON,40.75924654,-73.76875646,0,Test,10.3996766,10.45075022,11.84788707,12,12,,,,"02G,10F","02G,10F",,,,2,"02G,10F",20220518,20230613,,,,20230613
4549,41537422-20230222,41537422,A,41537422,SALERNO PIZZA,40.76751488,-73.92275045,0,Test,7.952513218,7.935797959,8.996716605,0,7,,,,"04M,04N,05D,06C,08A,10F","06E,10F",,,,2,"06E,10F",20220801,20230222,,,,20230222
4550,41537807-20221219,41537807,A,41537807,LIBERTY DINER,40.85488592,-73.85494887,5,Training,5.404723563,5.404723563,6.127268672,5,,,,,04L,,,,,1,04L,20221219,,,,,20221219
4551,41537945-20210805,41537945,A,41537945,CHIPOTLE MEXICAN GRILL,40.76668947,-73.96281252,0,Training,2.783646179,2.516621226,2.853062551,2,2,,,,10F,10B,,,,2,10B,20210805,20220912,,,,20220912
4552,41538119-20221119,41538119,B,41538119,HANSON DRY,40.68334019,-73.96621235,5,Training,17.38079003,17.38079003,19.70438803,18,,,,,"04A,04H",,,,,1,"04A,04H",20221119,,,,,20221119
4553,41538244-20230112,41538244,A,41538244,BRAVEST,40.7471938,-73.97410165,3,Test,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20230112,,,,,20230112
4554,41538513-20220304,41538513,A,41538513,ARTICHOKE BASILLE'S PIZZA & BAR,40.72981139,-74.00065667,0,Training,10.27535107,7.674327385,8.70029063,9,5,,,,"02B,10F",06F,,,,2,06F,20220304,20230412,,,,20230412
4555,41538633-20230213,41538633,B,41538633,SAIGON SHACK,40.72964395,-74.00076852,3,Test,23.63405884,23.63405884,26.79364201,23,,,,,"04L,06A,06B,08A",,,,,1,"04L,06A,06B,08A",20230213,,,,,20230213
4556,41538728-20220301,41538728,B,41538728,BOWLERO,40.75762879,-73.98674558,3,Training,25.48747481,25.48747481,28.89483692,9,26,,,,"06D,10F,22G","02B,04L,04N,06D,08A",,,,2,"02B,04L,04N,06D,08A",20190403,20220301,,,,20220301
4557,41538914-20231017,41538914,A,41538914,APPLEBEE'S,40.82138301,-73.93083152,0,Test,13.11967488,12.87277305,14.59370458,13,13,,,,"04L,08A,10F","06E,06F,10F",,,,2,"06E,06F,10F",20220203,20231017,,,,20231017
4558,41539001-20221121,41539001,A,41539001,"EVERYTHING YOGURT, GRETEL'S PRETZELS",40.61106125,-73.9205371,1,Training,12.98071225,12.98071225,14.71607393,13,,,,,"06C,06D,10F",,,,,1,"06C,06D,10F",20221121,,,,,20221121
4559,41539151-20221212,41539151,A,41539151,DUNKIN',40.62142338,-73.91745204,5,Training,5.041933552,5.041933552,5.715978096,8,6,8,,,"06D,10F",06F,"06D,10F",,,3,"06D,10F",20220118,20221212,20231221,,,20231221
4560,41539237-20230508,41539237,A,41539237,ENERGY FUEL,40.70955704,-73.89883146,0,Test,10.3996766,9.870905518,11.19052426,8,11,,,,"06E,10B","02G,10F",,,,2,"02G,10F",20220426,20230508,,,,20230508
4561,41539275-20220419,41539275,A,41539275,LA BOITE,40.76669808,-73.99401809,0,Training,2.783646179,4.813504664,5.457011074,2,7,,,,10F,"08C,10G",,,,2,"08C,10G",20220419,20230511,,,,20230511
4562,41539489-20230424,41539489,C,41539489,PICANTE PICANTE RESTAURANT,40.87822555,-73.90299278,3,Test,25.22303622,25.22303622,28.59504614,,,,,,,,,,,,,,,,,,
4563,41539580-20220823,41539580,A,41539580,LAS AMERICAS BAKERY,40.75082464,-73.87391903,1,Training,12.98071225,7.169629348,8.128120668,13,5,,,,"06C,06D,10F","10B,10C",,,,2,"10B,10C",20220823,20230606,,,,20230606
4564,41539593-20220523,41539593,A,41539593,COATZINGO RESTAURANT,40.74736566,-73.88651032,0,Training,10.3996766,10.45075022,11.84788707,10,,,,,"02G,10F",,,,,1,"02G,10F",20220523,,,,,20220523
4565,41539722-20230628,41539722,A,41539722,BOB'S DISCOUNT FURNITURE,40.71081961,-73.85970386,0,Test,10.48451028,10.23508358,11.60338845,10,10,,,,04A,"10F,10G,10H",,,,2,"10F,10G,10H",20220505,20230628,,,,20230628
4566,41539948-20230328,41539948,A,41539948,TOKYO HIBACHI STEAK HOUSE & SUSHI,40.7396813,-73.7898954,3,Test,9.940121461,9.940121461,11.26899352,11,,,,,"04L,08A",,,,,1,"04L,08A",20230328,,,,,20230328
4567,41539957-20230308,41539957,A,41539957,TERRACE COFFEE SHOP,40.65467686,-73.9793635,0,Test,10.27535107,10.30672122,11.68460316,10,10,,,,"06D,09C,10F","02B,10F",,,,2,"02B,10F",20221007,20230308,,,,20230308
4568,41540016-20230406,41540016,A,41540016,THE EMERSON,40.69392538,-73.96174257,0,Test,9.79204619,9.784329116,11.09237366,9,,,,,"04H,10F",,,,,1,"04H,10F",20230406,,,,,20230406
4569,41540232-20220204,41540232,A,41540232,HARVEST CAFE,40.5660737,-74.10094321,0,Training,9.79204619,9.784329116,11.09237366,10,5,,,,"04H,10F",06D,,,,2,06D,20220204,20230315,,,,20230315
