,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
11585,50073969-20220718,50073969,A,50073969,BESITO RESTUARANT & BAR,40.68157522,-73.97696833,1,Training,10.84270355,10.32823158,11.7089892,10,9,,,,"04L,06C","02G,10H",,,,2,"02G,10H",20220718,20231113,,,,20231113
11586,50073970-20220202,50073970,A,50073970,TRINCITI ROTI SHOP & RESTAURANT,40.6802304,-73.82121601,5,Training,5.041933552,8.247269007,9.349827504,5,9,,,,06F,"02B,10E",,,,2,"02B,10E",20220202,20230224,,,,20230224
11587,50073971-20221215,50073971,A,50073971,PHO CHE,40.75786514,-73.78826042,0,Training,10.27535107,10.61068491,12.02920306,12,13,,,,"02G,06C","02B,10F",,,,2,"02B,10F",20200114,20221215,,,,20221215
11588,50073979-20231006,50073979,A,50073979,LECHONERA POLLO SABROSO RESTAURANT,40.82582419,-73.89192964,0,Test,12.51009561,11.77319468,13.3471261,9,11,,,,"02B,10F","02G,10B,10F",,,,2,"02G,10B,10F",20220531,20231006,,,,20231006
11589,50073981-20220822,50073981,A,50073981,LITTLE PEPPER SICHUAN RESTAURANT,40.78296175,-73.84588012,3,Training,12.3303282,12.12791453,13.74926764,13,13,,,,"02B,09B,10B","04L,08A,09C",,,,2,"04L,08A,09C",20200106,20220822,,,,20220822
11590,50074002-20200108,50074002,B,50074002,GOLD GRILL PIZZERIA,40.62893629,-74.11675683,3,Training,24.82920032,16.46135919,18.66204058,26,12,12,,,"02G,04H,04L,08A","04L,08A,10B","06D,09C,10E,10F",,,3,"06D,09C,10E,10F",20200108,20210907,20221205,,,20221205
11591,50074009-20231011,50074009,A,50074009,PRINCE TEA HOUSE,40.60374095,-73.99557768,3,Test,12.3303282,17.87600057,20.26580213,13,,,,,"04L,08A,09C",,,,,1,"04L,08A,09C",20231011,,,,,20231011
11592,50074019-20220418,50074019,A,50074019,SUBWAY (#29887),40.61724785,-73.99208647,0,Training,7.294865707,7.402007632,8.391565073,9,8,,,,"08C,09C,10F","06D,10F",,,,2,"06D,10F",20220418,20230427,,,,20230427
11593,50074024-20230130,50074024,A,50074024,KUKIZ,40.63717158,-74.1286938,3,Test,12.16503652,12.55966496,14.23873779,13,12,11,,,"04L,08A,10F","04L,08A,10F","04N,08A,10B",,,3,"04N,08A,10B",20220118,20230130,20240111,,,20240111
11594,50074027-20230308,50074027,B,50074027,MAKE MY FISH,40.80242431,-73.95067412,3,Test,20.51102771,20.51102771,23.25310001,21,,,,,"02B,04N,08A,10F",,,,,1,"02B,04N,08A,10F",20230308,,,,,20230308
11595,50074039-20220127,50074039,A,50074039,BAGEL HOUSE,40.75625334,-73.8786011,1,Training,12.98071225,11.5706191,13.11746866,12,12,10,,,"02G,06E","06C,06D,10F","04L,08A",,,3,"04L,08A",20200128,20220127,20221216,,,20221216
11596,50074043-20200117,50074043,A,50074043,ANTONIO'S,40.77042566,-73.89355787,0,Training,9.79204619,9.784329116,11.09237366,10,10,,,,"04H,10F","04L,04N,06D",,,,2,"04L,04N,06D",20200117,20221202,,,,20221202
11597,50074052-20220322,50074052,A,50074052,DAISY'S DINER,40.66890137,-73.98653618,1,Training,10.87895109,10.87895109,12.33333314,12,,,,,"06C,10F,10H",,,,,1,"06C,10F,10H",20220322,,,,,20220322
11598,50074054-20230427,50074054,A,50074054,NEW YORK CITY BAGEL COFFEE HOUSE,40.76262913,-73.92681723,0,Test,7.950807839,7.886237841,8.940530908,12,7,,,,"06D,10B,10F","06F,10F",,,,2,"06F,10F",20220406,20230427,,,,20230427
11599,50074057-20230406,50074057,A,50074057,THREE BOYS FROM ITALY PIZZERIA,40.8714209,-73.86687372,0,Test,10.27535107,10.30672122,11.68460316,10,,,,,"02B,10F",,,,,1,"02B,10F",20230406,,,,,20230406
11600,50074069-20190510,50074069,A,50074069,CRAFT BEER BAR,40.70551336,-73.92271437,0,Training,12.21433988,12.27982043,13.92148149,11,5,,,,"06F,10B,10F,10I",06D,,,,2,06D,20190510,20220408,,,,20220408
11601,50074098-20220421,50074098,A,50074098,KING WOK,40.59853023,-73.94153846,0,Training,10.3996766,10.58580343,12.00099524,9,12,,,,"02G,10F","06C,09C,10F",,,,2,"06C,09C,10F",20220421,20230531,,,,20230531
11602,50074103-20220511,50074103,A,50074103,EL SANCHO MEXICAN TORTERIA,40.59632544,-73.97901072,3,Training,12.27743862,12.27743862,13.91878126,12,13,,,,"04H,06D","04L,08A,10B",,,,2,"04L,08A,10B",20190918,20220511,,,,20220511
11603,50074118-20230622,50074118,A,50074118,ROBERTA'S PIZZA,40.75691801,-73.97206567,0,Test,8.171363956,8.374210694,9.493739735,10,7,,,,04A,"10F,10G",,,,2,"10F,10G",20220414,20230622,,,,20230622
11604,50074122-20230329,50074122,A,50074122,THE VIAND DINER & BAR,40.78569968,-73.97273244,0,Test,10.27535107,9.326321687,10.57313627,5,11,,,,04L,"02B,10F",,,,2,"02B,10F",20220201,20230329,,,,20230329
11605,50074125-20220405,50074125,A,50074125,SONG SONG FOOD,40.76167951,-73.80320013,0,Training,12.26086003,12.27740166,13.91873936,13,,,,,"05D,10F",,,,,1,"05D,10F",20220405,,,,,20220405
11606,50074135-20200201,50074135,A,50074135,PICCANTE,40.63334035,-74.02702853,5,Training,2.45241041,10.44887928,11.84576601,2,12,,,,10H,"02B,06A",,,,2,"02B,06A",20200201,20220908,,,,20220908
11607,50074140-20220217,50074140,A,50074140,SANDS OF PERSIA,40.76758123,-73.91197412,0,Training,7.952513218,7.935797959,8.996716605,7,,,,,"06E,10F",,,,,1,"06E,10F",20220217,,,,,20220217
11608,50074148-20230511,50074148,A,50074148,JUICE GENERATION INC,40.73001426,-73.99252404,5,Test,9.996025264,9.996025264,11.33237098,7,10,,,,"06D,10F",04D,,,,2,04D,20220411,20230511,,,,20230511
11609,50074163-20221206,50074163,A,50074163,CONVENE,40.70833829,-74.01341771,3,Training,12.16503652,12.16503652,13.79135238,12,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20221206,,,,,20221206
11610,50074164-20231003,50074164,A,50074164,LE GRAND COMPTIOR,40.64831283,-73.7882815,3,Test,13.5623267,13.5623267,15.37544308,13,,,,,"04L,04N,08A,10H",,,,,1,"04L,04N,08A,10H",20231003,,,,,20231003
11611,50074184-20220513,50074184,A,50074184,SENZA GLUTEN,40.7280218,-74.00106796,5,Training,11.9198338,12.50987803,14.18229496,11,12,,,,"04H,09C,10B","02B,06C",,,,2,"02B,06C",20220513,20230621,,,,20230621
11612,50074192-20230221,50074192,C,50074192,CAKES BY MADELIN,40.67652413,-73.88207798,0,Test,37.99889385,38.69845486,43.87196263,,,,,,,,,,,,,,,,,,
11613,50074193-20221006,50074193,A,50074193,ESTRELLA BRONX RESTAURANT,40.85128239,-73.89878496,0,Training,12.38577009,17.30592572,19.61951528,27,13,,,,"02B,04A,06C,06E","02B,10B,10F",,,,2,"02B,10B,10F",20220210,20221006,,,,20221006
11614,50074198-20230615,50074198,A,50074198,BROOKLYN ROOTS ITALIAN,40.62324399,-74.03115626,1,Test,13.0423944,13.02183368,14.76269279,13,13,,,,"06C,06D,10F","02G,06C",,,,2,"02G,06C",20220526,20230615,,,,20230615
11615,50074204-20230104,50074204,B,50074204,MR. MARIO,40.78298096,-73.84587646,3,Test,30.31702103,30.31702103,34.37003411,26,,,,,"04L,05D,06C,08A,10F",,,,,1,"04L,05D,06C,08A,10F",20230104,,,,,20230104
11616,50074234-20231004,50074234,A,50074234,CARMENTAS,40.70109986,-73.92704733,0,Test,2.783646179,3.762842318,4.265888085,7,2,,,,02B,10F,,,,2,10F,20220521,20231004,,,,20231004
11617,50074238-20221207,50074238,B,50074238,LA CASA DEL MOFONGO AND PIANO BAR,40.86597254,-73.92012286,3,Training,26.32257299,26.32257299,29.84157746,21,,,,,"02B,04L,04M,04N,06D,08A",,,,,1,"02B,04L,04M,04N,06D,08A",20221207,,,,,20221207
11618,50074239-20230309,50074239,A,50074239,KIMURA,40.72885286,-73.98825948,3,Test,9.940121461,9.940121461,11.26899352,0,10,,,,"04H,04M,08A","04L,08A",,,,2,"04L,08A",20220425,20230309,,,,20230309
11619,50074275-20220505,50074275,A,50074275,"NORDSTROM COFFEE BAR, CLUBHOUSE",40.76631254,-73.98190275,0,Training,10.27535107,10.30672122,11.68460316,10,5,,,,"02B,10F",06D,,,,2,06D,20220505,20230525,,,,20230525
11620,50074276-20200218,50074276,A,50074276,TEXAS CHICKEN AND BURGERS,40.71364139,-73.82944426,0,Training,10.27535107,11.69661621,13.26031004,10,9,13,,,"02B,10F","04N,08A","06C,06D,10F",,,3,"06C,06D,10F",20200218,20211119,20221219,,,20221219
11621,50074282-20220927,50074282,B,50074282,BISMILAH RESTAURANT,40.59889098,-73.99786102,3,Training,24.68632617,24.68632617,27.98658455,24,,,,,"02H,04A,04L,04N",,,,,1,"02H,04A,04L,04N",20220927,,,,,20220927
11622,50074284-20190827,50074284,A,50074284,SALUMERIA ROSI,40.7794735,-73.98098563,0,Training,12.3921422,10.15317673,11.51053166,12,9,,,,"04A,10F","04H,10B",,,,2,"04H,10B",20190827,20220516,,,,20220516
11623,50074287-20230724,50074287,A,50074287,MAXIN BAKERY,40.7544181,-73.82788125,3,Test,10.13345048,11.00337838,12.47439483,13,12,,,,"04N,08A,10F","04M,08A",,,,2,"04M,08A",20220425,20230724,,,,20230724
11624,50074297-20220118,50074297,A,50074297,ANGELA'S CAKE,40.84121947,-73.93593929,0,Training,14.78940392,14.31936625,16.23368952,13,,,,,"02G,08C,10B,10F",,,,,1,"02G,08C,10B,10F",20220118,,,,,20220118
11625,50074298-20230523,50074298,A,50074298,TSURUTONTAN UDON NOODLE BRASSERIE,40.75823173,-73.98039613,0,Test,7.952513218,7.935797959,8.996716605,10,,,,,"06E,10F",,,,,1,"06E,10F",20230523,,,,,20230523
11626,50074324-20221027,50074324,A,50074324,SUPREMACY GRILL & LOUNGE,40.61793137,-73.96388987,0,Training,12.3921422,12.39496927,14.05202431,12,,,,,"04A,10F",,,,,1,"04A,10F",20221027,,,,,20221027
11627,50074331-20221116,50074331,C,50074331,KUU,40.76566385,-73.95756772,3,Training,32.25023956,32.25023956,36.5617002,,,,,,,,,,,,,,,,,,
11628,50074342-20230606,50074342,A,50074342,DORADO TACOS,40.75691801,-73.97206567,4,Test,9.685844755,9.80688826,11.11794868,10,9,,,,04A,"02G,09C",,,,2,"02G,09C",20220427,20230606,,,,20230606
11629,50074343-20200221,50074343,A,50074343,STOP & ENJOY,40.77686987,-73.90227806,0,Training,7.952513218,19.5157846,22.12480513,8,26,,,,"06E,10F","02B,04L,04M,06C,08A",,,,2,"02B,04L,04M,06C,08A",20200221,20221202,,,,20221202
11630,50074348-20220419,50074348,A,50074348,STARBUCKS COFFEE #50622,40.70020488,-73.94104503,0,Training,10.3996766,11.5969922,13.14736752,12,13,,,,"02G,10F","04N,08A,10F",,,,2,"04N,08A,10F",20220419,20230627,,,,20230627
11631,50074355-20230510,50074355,A,50074355,GOOD DAY PLAY CAFE,40.66457322,-73.99015241,0,Test,9.79204619,10.00646948,11.34421146,10,9,,,,"02G,10F","04H,10F",,,,2,"04H,10F",20220405,20230510,,,,20230510
11632,50074363-20231205,50074363,A,50074363,TAQUERIA MI MARIACHI,40.70702698,-73.92459177,0,Test,4.587128387,5.801815148,6.577446521,7,5,,,,"06A,10F","09B,10F",,,,2,"09B,10F",20220714,20231205,,,,20231205
11633,50074365-20230207,50074365,A,50074365,YURA,40.78640764,-73.95477025,1,Test,8.253095235,8.253095235,9.356432627,9,,,,,"06C,10F",,,,,1,"06C,10F",20230207,,,,,20230207
11634,50074371-20230502,50074371,A,50074371,EL BUEN GUSTO RESTAURANT,40.64525506,-74.01382298,0,Test,10.07262518,10.36469665,11.7503292,12,13,,,,"04M,04N,08A","06F,09A,10F",,,,2,"06F,09A,10F",20220301,20230502,,,,20230502
11635,50074374-20220609,50074374,A,50074374,KANAHASHI,40.73264601,-73.95467338,0,Training,12.07883328,11.96630885,13.56605727,12,,,,,"02B,09B,10F",,,,,1,"02B,09B,10F",20220609,,,,,20220609
11636,50074377-20231019,50074377,B,50074377,ZEST SUSHI,40.71798374,-73.98981982,6,Test,15.61090589,15.61090589,17.69789213,0,15,,,,"02B,04K,05D,08A,10H","02B,02G",,,,2,"02B,02G",20220125,20231019,,,,20231019
11637,50074392-20231030,50074392,A,50074392,SAN MIGUEL PIZZA,40.63875196,-73.96865632,0,Test,10.27535107,10.30672122,11.68460316,13,12,,,,"02B,10F","02B,10F",,,,2,"02B,10F",20220811,20231030,,,,20231030
11638,50074402-20230109,50074402,C,50074402,MEGUMI,40.60996998,-73.92222034,3,Test,44.09466023,40.29971148,45.68728757,10,,,,,"04L,08A",,,,,1,"04L,08A",20200309,,,,,20200309
11639,50074432-20231012,50074432,A,50074432,LEGENDARY BAR & GRILL,40.83086552,-73.82638545,0,Test,12.37437318,12.40459792,14.0629402,12,,,,,"06F,10B,10F,10H",,,,,1,"06F,10B,10F,10H",20231012,,,,,20231012
11640,50074437-20180927,50074437,A,50074437,MIKKELLER NYC,40.75469556,-73.84539713,5,Training,4.468022375,2.996616677,3.397227495,4,2,,,,"10B,10E",10B,,,,2,10B,20180927,20190320,,,,20190320
11641,50074456-20220414,50074456,A,50074456,LAHI,40.7379575,-73.87931657,0,Training,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20220414,,,,,20220414
11642,50074464-20220421,50074464,A,50074464,POKE N' ROLL,40.72743592,-73.9830715,0,Training,5.015557398,9.144439967,10.36693919,6,13,,,,"09C,10F","04J,06C,09B",,,,2,"04J,06C,09B",20220421,20230531,,,,20230531
11643,50074465-20231120,50074465,A,50074465,SOUVLAKI GR KOUZINA,40.75735901,-73.96857142,0,Test,10.3996766,10.45075022,11.84788707,12,13,,,,"02B,06D","02G,10F",,,,2,"02G,10F",20221014,20231120,,,,20231120
11644,50074468-20221125,50074468,A,50074468,PRONTO RESTAURANT,40.71342063,-73.91439781,3,Training,12.74323419,12.74323419,14.44684797,12,,,,,"04N,08A,10F",,,,,1,"04N,08A,10F",20221125,,,,,20221125
11645,50074470-20220127,50074470,A,50074470,ABAITA,40.7556335,-73.9722503,1,Training,10.43260639,10.43260639,11.82731764,13,,,,,"06C,06D",,,,,1,"06C,06D",20220127,,,,,20220127
11646,50074479-20230503,50074479,A,50074479,KONNECTGOLF,40.75705933,-73.97828489,5,Test,7.271742628,7.271742628,8.243885238,7,,,,,04H,,,,,1,04H,20230503,,,,,20230503
11647,50074488-20231115,50074488,A,50074488,LOTUS LOUNGE,40.84555927,-73.86623171,5,Test,11.98504404,11.3557809,12.87390923,10,13,,,,05D,"05B,08C",,,,2,"05B,08C",20220713,20231115,,,,20231115
11648,50074493-20180430,50074493,A,50074493,PINKY'S SPACE,40.7234073,-73.98877274,0,Training,12.3921422,12.39496927,14.05202431,13,,,,,"04A,10F",,,,,1,"04A,10F",20180430,,,,,20180430
11649,50074510-20210908,50074510,A,50074510,TACO BELL CANTINA,40.68964831,-73.92233258,0,Training,2.783646179,2.772328623,3.142954884,5,5,,,,10F,06D,,,,2,06D,20210908,20221102,,,,20221102
11650,50074511-20231102,50074511,A,50074511,WATT LI KITCHEN AND BAR,40.63555818,-73.96326779,5,Test,10.04897527,10.04897527,11.39239975,10,,,,,04A,,,,,1,04A,20231102,,,,,20231102
11651,50074520-20220126,50074520,B,50074520,EL POLLO INKA PERU,40.6828639,-73.85087526,3,Training,27.65877024,27.65877024,31.35640786,25,,,,,"04H,04L,06D,08A,08C,10F",,,,,1,"04H,04L,06D,08A,08C,10F",20220126,,,,,20220126
11652,50074525-20210826,50074525,A,50074525,CARVEL,40.71292612,-73.90678733,0,Training,2.783646179,2.772328623,3.142954884,2,2,,,,10F,10F,,,,2,10F,20210826,20221027,,,,20221027
11653,50074533-20230523,50074533,A,50074533,THE LEIF BAR,40.63491723,-74.02039978,5,Test,12.36996123,12.36996123,14.02367301,5,12,,,,06D,"04A,10B",,,,2,"04A,10B",20220525,20230523,,,,20230523
11654,50074534-20220429,50074534,A,50074534,TAKUMI TACO,40.75691801,-73.97206567,4,Training,9.642701789,8.089855271,9.171369487,9,9,,,,"02G,10I",02H,,,,2,02H,20220429,20230606,,,,20230606
11655,50074538-20230111,50074538,B,50074538,LA ABUNDANCIA,40.74991905,-73.89906949,0,Test,19.89394977,15.79561646,17.90729623,18,13,,,,"02B,04K,08A,10F","06C,10D,10F",,,,2,"06C,10D,10F",20230111,20240117,,,,20240117
11656,50074561-20230215,50074561,B,50074561,AVOCADO SUSHI II,40.58280156,-74.09647925,0,Test,25.41806857,25.09120682,28.44559276,13,23,,,,"02B,06D","02B,02G,06A,10F,10H",,,,2,"02B,02G,06A,10F,10H",20210825,20230215,,,,20230215
11657,50074586-20231018,50074586,A,50074586,MIKE JR'S RICHMOND DINER,40.54180973,-74.16283335,6,Test,12.80490015,12.80490015,14.51675791,13,12,,,,"06D,06F,10F","02B,06C",,,,2,"02B,06C",20220909,20231018,,,,20231018
11658,50074594-20230918,50074594,A,50074594,MOKBAR,40.68121533,-73.9754073,3,Test,10.51831913,10.51831913,11.92448911,12,,,,,"04N,08A",,,,,1,"04N,08A",20230918,,,,,20230918
11659,50074601-20230414,50074601,A,50074601,CHICK-FIL-A,40.75269531,-73.97906954,0,Test,10.10760594,9.412953184,10.67134933,7,9,,,,"06A,10F","06A,10B,10F",,,,2,"06A,10B,10F",20220302,20230414,,,,20230414
11660,50074603-20230413,50074603,A,50074603,CHICK-FIL-A,40.71057026,-74.00846571,0,Test,4.894065196,6.846650464,7.761963477,13,4,,,,"04K,08A,09C,10B","10B,10F",,,,2,"10B,10F",20220322,20230413,,,,20230413
11661,50074604-20230511,50074604,A,50074604,HUANG MING HING,40.60873076,-73.97362254,3,Test,12.16503652,12.09984986,13.71745106,13,12,,,,"02B,04L","04L,08A,10F",,,,2,"04L,08A,10F",20220405,20230511,,,,20230511
11662,50074608-20220224,50074608,A,50074608,PRET A MANGER,40.76520544,-73.97656747,0,Training,2.783646179,2.516621226,2.853062551,2,2,,,,10F,10B,,,,2,10B,20220224,20230321,,,,20230321
11663,50074615-20231003,50074615,A,50074615,ALASKA LOUNGE,0,0,4,Test,7.950252811,7.950252811,9.013103894,7,,,,,02G,,,,,1,02G,20231003,,,,,20231003
11664,50074620-20230413,50074620,A,50074620,CACHAPA CACHAPA 2,40.83195617,-73.8660821,4,Test,9.653524954,8.11632782,9.20138109,5,9,,,,06F,"02G,09B",,,,2,"02G,09B",20220303,20230413,,,,20230413
11665,50074621-20220810,50074621,A,50074621,HANG HOT POT,40.758502,-73.83324181,0,Training,14.16321818,14.31503656,16.228781,13,,,,,"04M,08A,10D,10F",,,,,1,"04M,08A,10D,10F",20220810,,,,,20220810
11666,50074636-20230511,50074636,A,50074636,UNDERHILL CAFE AND GRILL LLC,40.67954104,-73.96491996,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20230511,,,,,20230511
11667,50074643-20230123,50074643,A,50074643,BURGER KING,40.83984389,-73.91794616,3,Test,9.940121461,10.50074401,11.90456441,12,10,,,,"04N,08A,10F","04L,08A",,,,2,"04L,08A",20210809,20230123,,,,20230123
11668,50074674-20220712,50074674,A,50074674,CHINA THAI NY,40.65096862,-73.95885183,0,Training,10.31033325,11.18948114,12.68537723,9,11,,,,"06A,10F,10H","04L,08A,09B",,,,2,"04L,08A,09B",20220712,20231219,,,,20231219
11669,50074689-20230614,50074689,A,50074689,KEKI MODERN CAKES,40.74699545,-73.98559643,0,Test,2.783646179,2.772328623,3.142954884,2,2,,,,10F,10F,,,,2,10F,20220524,20230614,,,,20230614
11670,50074695-20220321,50074695,A,50074695,LA MERCERIE,40.72018548,-74.00194808,5,Training,7.24666614,7.565486778,8.576899371,7,8,,,,"06A,10J",02B,,,,2,02B,20220321,20231031,,,,20231031
11671,50074699-20220126,50074699,A,50074699,SUBWAY,40.69312362,-73.96998655,3,Training,13.69073447,12.81021898,14.5227878,12,12,,,,"04M,04N,08A,10B","04A,10B",,,,2,"04A,10B",20220126,20230224,,,,20230224
11672,50074721-20200205,50074721,A,50074721,SEAMORE'S,40.70325819,-73.99150277,3,Training,13.00013471,13.00013471,14.73809293,13,13,,,,"04L,04M,08A,10F","04L,04M,08A,10F",,,,2,"04L,04M,08A,10F",20200205,20221122,,,,20221122
11673,50074742-20221221,50074742,A,50074742,TAQUERIA GRAMERCY,40.73618376,-73.98508277,3,Training,9.940121461,9.940121461,11.26899352,11,,,,,"04L,08A",,,,,1,"04L,08A",20221221,,,,,20221221
11674,50074743-20230428,50074743,A,50074743,BRISAS EXPRESS,40.83498004,-73.86304761,0,Test,2.783646179,6.659237251,7.549495422,13,2,,,,"02B,09C,10B,10F",10F,,,,2,10F,20220203,20230428,,,,20230428
11675,50074749-20221115,50074749,A,50074749,OVENLY,40.71890575,-73.96238474,3,Training,10.51831913,10.36187118,11.74712599,10,10,,,,04A,"04N,08A",,,,2,"04N,08A",20210831,20221115,,,,20221115
11676,50074753-20220622,50074753,A,50074753,THE STONEBRIDGE,40.7868908,-73.82210574,5,Training,7.271742628,7.271742628,8.243885238,9,,,,,04H,,,,,1,04H,20220622,,,,,20220622
11677,50074754-20220810,50074754,A,50074754,AFGHAN CHAI KHANA,40.77405708,-73.91324725,3,Training,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20220810,,,,,20220810
11678,50074775-20230325,50074775,A,50074775,THE BARN YARD BBQ,40.85864237,-73.88558945,3,Test,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20230325,,,,,20230325
11679,50074779-20220330,50074779,A,50074779,EL MANABA,40.70053865,-73.90981975,0,Training,4.587128387,4.727002455,5.358944582,4,,,,,"09B,10F",,,,,1,"09B,10F",20220330,,,,,20220330
11680,50074795-20230526,50074795,A,50074795,MANHATTANVILLE COFFEE,40.82131095,-73.94473104,3,Test,12.42311584,12.3370894,13.98640661,12,11,,,,"04L,08A,10F","04L,08A,08C",,,,2,"04L,08A,08C",20220614,20230526,,,,20230526
11681,50074796-20220823,50074796,A,50074796,POPEYES,40.83984389,-73.91794616,0,Training,2.783646179,5.022035625,5.693420061,3,7,,,,10F,04H,,,,2,04H,20220823,20231016,,,,20231016
11682,50074797-20230109,50074797,A,50074797,NUEVOS TACOS AL SUADERO,40.74928385,-73.86816538,3,Test,11.35341731,11.35341731,12.87122966,11,,,,,"04M,04N,08A",,,,,1,"04M,04N,08A",20230109,,,,,20230109
11683,50074801-20221129,50074801,B,50074801,OUTRO,40.73285499,-73.99117784,3,Training,24.46714342,24.46714342,27.73809976,21,,,,,"02G,04L,04N,06F,08A",,,,,1,"02G,04L,04N,06F,08A",20221129,,,,,20221129
11684,50074803-20231129,50074803,A,50074803,SAFIR BAKERY & CAFE,40.61000968,-73.95541245,0,Test,10.27535107,9.895996022,11.21896906,12,13,,,,"06C,10F","02B,10F",,,,2,"02B,10F",20220413,20231129,,,,20231129
11685,50074809-20220511,50074809,A,50074809,MOONSTRUCK EATERY,40.76041315,-73.96586266,0,Training,5.015557398,5.112285646,5.795735401,5,,,,,"09C,10F",,,,,1,"09C,10F",20220511,,,,,20220511
11686,50074810-20230228,50074810,A,50074810,TURNTABLE CHICKEN & ROCK,40.74622699,-73.98618125,5,Test,4.328489403,4.328489403,4.907155233,4,,,,,"09A,10B",,,,,1,"09A,10B",20230228,,,,,20230228
11687,50074820-20230125,50074820,A,50074820,PALETERIA LOS MICHOACANOS,40.7469399,-73.86353606,5,Test,10.09725463,10.09725463,11.44713346,10,,,,,05D,,,,,1,05D,20230125,,,,,20230125
11688,50074844-20220511,50074844,A,50074844,NEW CHINA MEE,40.65082207,-73.94931269,1,Training,10.43260639,10.43260639,11.82731764,11,9,,,,"06C,06D","06D,10B,10F",,,,2,"06D,10B,10F",20220511,20230427,,,,20230427
11689,50074855-20220322,50074855,A,50074855,JUST SALAD,40.75146342,-73.98204034,0,Training,8.971665468,9.136206315,10.3576048,8,,,,,"08C,10B,10E,10F",,,,,1,"08C,10B,10E,10F",20220322,,,,,20220322
11690,50074863-20231211,50074863,A,50074863,CROWN FRIED CHICKEN,40.69132672,-73.86703275,1,Test,10.05703711,10.05703711,11.40153935,7,12,,,,"06D,10B","06C,08C,10F",,,,2,"06C,08C,10F",20220701,20231211,,,,20231211
11691,50074869-20230331,50074869,A,50074869,NEW KAMBOAT BAKERY & CAFE,40.71785782,-73.99510833,6,Test,7.724897097,7.724897097,8.75762089,7,7,,,,02B,02B,,,,2,02B,20220124,20230331,,,,20230331
